X,Y
32,100
55,65
48,41
82,12
46,16
28,59
74,97
8,89
93,57
99,60
17,28
44,87
18,64
56,25
16,36
98,28
97,15
90,5
85,19
71,94
6,3
75,89
51,97
16,17
82,68
18,22
96,82
96,49
21,89
38,81
88,16
88,72
19,60
40,99
5,45
48,60
75,7
73,56
85,87
9,81
33,31
8,9
29,64
70,90
68,28
13,43
56,91
8,47
23,81
37,81
54,58
23,20
45,21
91,73
75,58
84,69
12,22
22,32
15,90
33,18
86,64
95,4
2,57
27,91
82,84
55,4
49,60
16,94
76,91
36,59
16,7
13,12
51,65
87,30
40,47
67,19
31,87
63,33
69,89
57,32
21,10
16,51
92,70
63,92
87,21
46,74
77,9
90,1
58,53
41,99
8,20
59,6
65,83
31,99
72,44
94,28
97,32
32,19
66,8
86,17
10,78
96,19
20,17
5,83
90,20
12,6
73,49
36,44
62,5
52,40
90,100
81,83
13,82
41,4
82,14
90,100
82,95
38,43
95,76
76,66
30,42
75,24
29,87
20,89
54,56
80,52
38,24
16,69
12,84
38,69
4,93
23,62
19,6
71,62
5,15
15,5
13,31
59,4
23,97
48,93
95,48
63,5
98,30
42,2
95,39
93,33
42,14
81,43
96,19
71,40
17,44
53,90
28,96
51,99
60,2
48,61
47,32
21,23
77,61
89,59
47,31
68,66
71,65
35,100
16,35
37,52
73,66
31,35
94,57
37,29
9,21
15,76
66,94
22,67
21,58
12,45
92,6
26,36
64,5
33,20
95,50
21,39
7,8
63,45
55,83
56,9
13,35
24,3
26,32
94,64
77,18
61,75
55,23
77,12
76,70
47,76
27,87
89,90
73,5
55,54
78,57
97,77
33,82
61,95
62,72
84,75
40,38
57,58
38,38
27,99
15,88
87,89
64,6
43,49
38,95
24,96
99,41
24,31
29,82
26,38
42,41
86,7
58,1
72,94
21,7
36,29
97,52
3,83
6,38
30,36
52,93
62,14
59,8
29,8
70,87
43,9
91,95
70,15
3,73
55,11
98,15
82,43
54,25
7,51
44,5
29,12
50,2
61,40
63,93
27,92
31,27
88,9
45,4
81,11
85,79
19,52
10,72
60,32
93,26
6,57
11,4
15,76
71,80
56,68
89,83
8,7
98,25
7,91
42,91
54,57
64,71
29,18
45,67
34,1
47,36
17,48
32,24
66,61
68,87
73,87
64,67
48,26
42,35
59,71
46,94
99,77
58,92
22,96
85,15
56,45
88,87
13,62
51,5
94,43
49,90
100,52
52,58
97,59
71,10
12,84
78,55
66,35
49,27
92,85
92,7
15,94
48,14
5,26
25,85
97,26
12,51
83,57
4,29
26,66
83,70
65,60
95,75
23,8
67,32
55,42
5,93
22,63
94,19
2,88
77,81
96,47
49,81
55,91
61,38
43,76
63,48
38,53
42,68
36,4
37,50
89,76
52,85
91,99
80,23
20,4
80,13
65,36
3,29
20,53
66,39
16,30
44,24
70,50
76,37
46,21
36,18
34,72
7,94
47,99
25,48
30,58
44,87
54,17
36,5
93,96
69,66
47,15
48,50
49,7
27,3
24,61
8,95
11,6
80,23
31,54
39,70
24,16
89,84
74,22
50,40
24,13
43,85
94,76
23,5
66,97
32,89
38,17
49,67
27,75
42,78
83,8
23,39
61,14
26,38
46,18
53,43
55,53
67,58
76,57
91,15
84,28
23,1
58,48
73,51
45,53
27,35
21,76
84,20
69,46
66,15
57,27
69,38
8,80
65,5
81,41
54,95
91,5
54,23
89,98
13,100
87,52
12,11
63,62
55,2
94,43
24,19
83,16
39,64
25,38
100,62
99,13
55,34
97,54
29,6
11,85
44,50
82,89
70,57
11,10
30,54
74,59
14,51
19,43
11,2
38,87
42,36
93,50
15,59
19,32
93,37
44,20
72,60
100,74
80,90
36,33
39,79
25,45
47,62
26,16
21,7
77,11
86,37
4,44
54,91
24,54
54,97
79,20
8,61
66,44
23,52
7,60
69,90
44,5
47,57
94,9
81,74
81,5
56,1
21,100
8,88
88,60
4,7
40,65
29,8
83,12
38,72
24,46
9,17
71,22
68,7
88,2
26,35
66,58
32,7
9,37
48,52
54,43
88,78
77,15
61,32
48,60
98,85
75,34
49,19
69,93
56,1
84,28
99,2
36,61
93,13
99,54
76,68
27,8
65,55
15,10
7,10
79,100
19,21
19,76
54,59
9,33
87,42
84,30
46,5
62,1
27,78
23,34
87,22
89,87
4,44
26,26
75,30
24,19
69,4
30,89
91,72
30,19
75,23
30,69
51,67
49,75
61,61
76,3
31,76
33,5
63,82
93,79
15,10
16,63
15,20
92,99
2,39
24,54
25,98
27,59
57,42
81,66
94,66
1,35
20,56
66,79
87,97
44,70
13,42
70,27
31,61
19,13
12,34
11,68
13,46
8,22
56,34
23,18
57,73
69,39
73,76
43,82
44,26
50,97
20,47
100,67
79,33
40,29
33,75
84,74
57,64
20,42
36,54
97,71
29,5
40,87
10,36
56,5
37,83
7,1
57,21
78,36
38,32
54,29
64,88
49,87
4,15
61,82
59,37
97,33
57,47
16,27
73,28
36,20
8,49
39,49
54,84
56,93
67,100
76,46
45,66
13,34
82,47
42,79
20,59
86,14
11,71
5,46
81,25
92,41
94,35
88,88
81,47
100,18
46,28
72,87
73,89
13,43
97,56
27,58
22,57
43,31
24,62
51,61
82,18
21,82
3,79
87,77
35,90
55,48
2,70
65,92
84,1
46,86
63,4
66,71
95,49
13,48
43,30
46,71
93,22
26,60
84,37
56,19
95,82
56,66
79,92
52,55
44,52
32,73
51,78
66,66
83,95
24,83
82,22
37,4
100,49
53,84
24,30
33,37
87,68
69,84
34,27
3,55
58,22
5,68
88,15
42,15
39,84
5,30
70,76
80,23
78,91
32,21
75,21
45,16
27,56
89,50
28,38
81,59
8,59
40,13
78,48
72,39
12,20
83,65
32,6
89,56
63,26
77,37
73,21
54,77
59,87
14,27
91,49
42,93
48,7
16,85
52,57
75,46
76,33
71,8
47,12
45,68
21,54
36,41
46,35
4,22
97,21
63,43
41,92
76,45
95,6
47,73
84,11
30,97
59,37
27,22
54,70
80,72
56,58
77,77
97,37
48,92
11,86
26,92
1,18
6,64
2,77
43,44
100,70
6,58
4,26
32,83
48,8
48,20
22,11
90,1
19,68
22,10
20,96
18,97
44,80
48,48
57,15
99,25
11,44
60,55
5,66
55,50
75,54
63,65
35,69
92,87
80,77
83,78
59,58
33,50
56,14
7,87
50,40
7,48
16,78
5,73
8,86
1,19
59,7
3,66
82,49
76,75
91,5
55,74
87,20
48,31
13,82
90,58
83,11
45,9
77,8
66,86
98,59
22,26
55,64
90,13
5,61
57,50
44,77
24,77
2,55
22,94
94,40
22,93
31,21
44,54
73,63
21,18
38,39
79,75
63,90
92,38
11,97
88,77
89,77
56,72
77,1
53,46
9,29
68,88
16,10
73,56
2,18
9,1
74,51
21,22
75,57
73,5
7,46
48,82
41,73
26,20
1,55
43,25
67,46
89,55
48,99
67,59
77,70
18,54
53,93
3,45
93,76
54,24
93,87
92,94
4,43
18,99
79,8
45,26
35,80
90,69
36,97
29,94
24,86
1,98
89,46
1,47
9,86
80,76
58,37
52,89
70,97
100,32
99,21
98,27
7,15
67,75
64,32
90,28
89,19
9,51
23,19
54,55
65,58
55,21
67,65
75,62
81,73
59,47
63,35
97,42
62,71
87,14
71,56
6,91
45,21
93,65
77,34
82,59
12,80
15,77
74,46
72,92
32,64
75,43
2,84
65,4
70,81
6,25
50,80
8,39
67,2
52,35
96,51
86,52
3,23
42,12
36,38
11,12
77,71
53,51
62,86
96,52
37,9
23,30
30,57
66,46
11,64
16,59
48,98
50,26
40,70
86,65
50,99
96,11
73,84
87,11
73,87
67,19
31,2
31,89
25,66
38,3
93,14
59,6
8,21
67,63
3,81
38,14
32,65
7,3
66,26
99,18
54,16
8,88
28,35
84,50
61,65
70,71
54,80
89,53
61,96
15,67
79,95
95,90
33,32
40,53
22,58
63,3
77,4
78,51
76,7
8,68
51,27
75,24
30,27
73,56
24,38
15,81
7,3
46,95
42,93
43,33
23,7
51,5
69,7
67,59
9,21
75,16
35,89
61,65
13,30
6,5
53,74
89,10
63,94
12,73
59,4
98,19
94,100
35,20
1,95
70,27
12,55
49,41
23,98
34,76
38,96
51,59
47,19
62,56
48,51
85,85
80,26
85,54
45,87
37,39
19,79
91,17
97,14
53,49
10,16
83,10
77,21
62,11
44,96
15,43
56,50
37,86
30,2
42,50
39,4
29,20
100,63
100,46
98,72
63,10
51,33
53,75
67,13
44,92
11,52
8,71
24,40
88,81
23,31
97,35
52,99
74,79
38,4
86,29
55,43
47,32
50,55
89,35
92,3
46,20
63,94
81,97
71,17
19,99
3,37
92,100
22,13
85,93
24,65
41,29
11,39
24,99
1,71
82,23
32,84
10,31
100,28
53,57
40,67
84,31
92,62
69,16
71,92
53,34
76,22
48,62
93,23
10,26
65,91
63,12
99,1
73,84
11,27
64,59
54,35
9,74
4,70
30,96
73,48
86,30
75,42
7,52
29,32
31,64
48,83
55,34
31,94
59,33
51,4
80,6
76,73
39,5
14,37
81,98
20,74
8,19
73,2
67,61
95,21
15,41
92,64
89,53
41,27
41,90
15,55
61,57
3,7
43,80
42,19
10,42
74,3
48,82
91,87
75,40
64,44
25,35
88,13
32,29
8,56
53,96
67,23
39,23
65,2
43,37
15,42
69,1
13,49
86,44
84,51
96,71
63,95
51,86
12,44
21,91
51,3
43,89
41,49
89,66
29,57
95,72
94,67
85,94
41,49
42,59
84,69
64,42
94,56
78,78
61,59
100,91
32,74
61,4
71,47
27,28
6,97
28,31
31,60
59,23
57,80
25,33
65,57
70,61
96,5
82,98
91,86
74,39
44,23
97,80
99,8
22,6
97,38
78,4
24,1
85,23
57,52
52,70
35,43
39,73
41,62
42,6
44,43
20,68
42,64
19,88
71,59
85,66
11,89
29,73
44,97
51,97
90,15
71,73
53,31
59,18
22,7
86,34
30,62
39,16
19,3
29,38
9,10
4,55
29,60
8,74
8,2
1,19
66,74
72,92
46,79
74,18
78,50
66,40
33,97
1,49
63,35
39,11
29,55
85,25
25,46
22,38
22,46
76,15
68,14
43,96
12,28
29,11
72,41
11,7
44,19
65,98
87,74
38,50
42,69
22,85
45,97
7,33
72,73
84,33
60,69
76,46
2,67
34,85
65,92
60,77
42,81
66,34
43,62
2,82
47,34
26,3
95,41
18,43
8,31
42,51
17,48
74,85
77,83
73,17
62,66
45,24
8,3
99,12
48,22
26,36
6,89
67,78
94,35
88,28
13,74
11,34
17,28
68,76
28,11
17,69
77,75
30,86
7,92
70,67
29,27
27,27
19,85
66,63
66,6
69,33
82,55
10,94
55,77
87,34
26,89
30,78
90,28
11,34
30,50
53,69
73,88
35,4
12,75
60,41
1,44
9,95
91,86
59,9
71,4
16,63
32,80
43,38
79,13
80,66
53,97
45,8
25,20
22,75
3,2
1,78
71,86
30,57
12,57
83,62
34,5
19,80
64,64
100,62
96,60
44,57
67,67
83,4
32,17
34,89
68,14
10,53
30,90
16,54
89,88
54,75
35,8
88,13
44,80
54,98
11,93
58,45
7,71
32,67
63,17
87,57
48,20
18,22
80,41
54,16
97,47
83,83
39,24
80,40
42,67
52,19
61,51
16,35
50,47
65,60
90,6
50,90
86,44
29,16
29,79
40,27
14,30
23,99
79,54
85,94
94,54
98,65
40,81
72,35
21,24
10,6
33,1
27,83
67,1
65,25
84,89
22,49
59,5
43,38
50,62
27,13
100,92
6,48
44,1
3,82
31,90
9,93
98,52
1,89
32,91
6,42
64,18
58,42
68,21
7,31
94,54
83,1
76,54
35,14
61,45
89,24
59,88
24,82
44,72
41,12
9,52
73,73
36,92
68,34
21,1
72,34
1,65
91,64
81,43
53,10
55,99
37,41
84,48
38,20
26,27
49,13
84,86
31,61
53,82
54,60
31,94
52,28
38,8
90,50
17,76
46,42
3,53
5,82
53,39
40,11
81,43
89,83
86,99
84,91
85,65
75,77
92,62
61,90
95,11
3,49
91,80
62,9
21,98
43,26
75,76
66,45
14,70
84,16
25,13
56,26
66,77
65,65
27,72
37,79
85,80
63,39
60,33
96,8
9,18
21,50
54,44
39,84
65,89
64,3
17,96
54,57
47,47
45,21
59,45
81,91
19,51
72,75
6,2
46,60
88,91
27,90
13,97
41,60
89,98
57,11
81,98
45,33
31,68
19,71
6,33
64,90
41,95
74,3
38,17
33,80
89,90
30,84
98,57
79,78
78,8
62,2
13,37
55,94
26,85
14,71
68,6
65,20
21,83
84,88
25,66
26,93
90,47
83,13
31,36
59,86
9,37
61,10
93,59
43,70
61,30
77,4
2,61
73,27
15,65
96,78
1,35
80,100
95,71
58,65
2,92
97,12
84,75
26,69
31,81
80,62
78,59
95,24
63,47
5,30
72,38
12,58
80,88
41,98
53,55
74,94
60,82
58,80
61,44
86,15
38,38
77,15
50,82
35,62
34,16
71,69
15,25
79,66
31,69
71,48
11,90
95,96
44,36
86,27
32,81
10,72
79,21
83,43
76,47
15,55
34,7
84,82
62,84
11,57
85,36
10,32
75,36
84,22
12,26
11,86
28,82
19,12
16,62
64,54
99,89
54,93
1,85
62,99
43,11
63,58
73,66
100,40
57,91
78,40
4,62
82,1
83,23
33,31
99,2
27,70
90,16
73,11
51,7
29,54
33,50
15,61
44,94
81,77
43,84
75,58
60,90
51,82
73,19
62,76
83,43
97,18
90,46
33,33
67,80
98,69
86,3
95,10
24,89
96,93
84,37
45,77
85,54
19,79
88,48
99,58
66,98
7,87
23,43
42,27
22,43
93,47
65,48
70,41
32,92
57,32
8,24
14,1
7,5
24,63
22,10
6,27
73,2
39,73
66,62
73,32
19,54
56,35
14,3
68,47
75,82
30,75
34,12
50,32
62,56
77,96
37,85
12,1
73,46
56,78
51,77
24,81
5,90
96,98
97,74
56,5
56,9
18,23
32,81
80,44
25,68
72,96
5,44
73,93
14,12
56,42
21,2
51,57
27,48
40,50
55,53
5,60
22,82
19,69
31,9
97,53
26,99
27,34
39,82
64,61
85,40
27,100
59,63
6,66
7,23
10,9
7,71
55,65
24,27
99,25
35,20
40,77
77,72
18,88
44,77
84,67
50,78
54,43
26,56
2,69
44,99
93,80
18,40
70,43
66,67
100,77
87,48
79,35
64,32
93,69
40,58
5,74
43,35
68,6
82,58
58,56
62,25
6,54
63,76
43,85
95,76
2,27
12,99
11,81
26,61
26,10
81,4
85,5
96,63
51,95
32,85
70,52
97,30
33,22
33,9
88,71
69,52
8,16
38,5
31,97
46,55
51,94
56,98
82,44
93,33
31,12
85,50
30,3
61,39
22,35
63,86
60,58
97,31
44,91
90,45
75,6
99,100
73,57
25,77
19,28
20,70
47,55
90,94
62,97
90,71
78,28
4,98
2,73
13,95
11,31
90,25
65,55
14,23
81,15
99,54
44,44
26,79
78,44
46,95
76,1
52,88
78,26
55,94
45,5
90,33
32,84
29,71
54,13
17,17
61,77
54,88
59,67
57,82
87,84
3,92
43,94
95,95
86,89
64,51
11,41
1,17
17,71
75,88
91,18
1,27
34,72
57,55
53,20
89,60
35,68
34,84
22,63
69,93
100,43
15,31
9,50
26,53
56,29
11,83
66,57
18,91
96,80
98,53
4,100
70,73
25,48
52,43
92,47
39,98
87,59
42,25
15,100
50,99
14,91
2,17
36,31
59,44
51,45
41,30
50,78
85,2
99,89
84,75
68,35
79,36
43,96
60,57
34,27
57,45
93,91
89,29
56,17
58,61
76,86
82,20
25,74
33,48
43,14
15,44
48,53
6,84
8,70
98,39
14,31
72,11
33,80
37,40
100,47
48,62
3,59
96,9
68,57
85,6
85,100
13,45
64,92
8,54
81,57
13,62
19,89
1,21
4,19
42,100
22,58
72,19
66,35
11,85
66,72
40,96
67,10
46,66
20,47
44,42
17,18
21,86
52,44
1,5
80,94
66,39
43,16
56,45
51,76
11,66
15,85
4,87
4,68
42,89
75,48
30,98
15,57
20,20
100,4
66,40
83,28
19,45
89,36
12,82
44,39
62,45
80,20
18,84
99,50
92,45
42,20
50,70
69,21
61,64
88,74
12,88
40,61
51,99
99,63
49,23
39,38
85,100
41,29
2,52
38,65
24,13
72,28
50,60
78,37
82,56
100,50
75,5
21,36
67,33
62,82
99,27
15,43
28,87
89,50
46,18
73,79
96,45
46,87
64,63
97,68
6,95
69,13
30,66
26,90
28,58
2,73
10,100
6,20
76,52
51,9
10,28
46,30
91,95
97,59
55,81
66,90
100,59
52,25
94,15
5,7
70,11
63,58
19,53
82,15
81,76
69,75
18,36
37,21
2,72
73,64
62,28
66,77
64,77
96,87
72,92
13,19
6,94
77,100
18,89
70,76
66,35
59,87
47,54
39,57
63,82
53,27
46,100
16,18
11,22
90,60
61,43
62,15
41,87
28,94
63,8
67,95
25,4
58,20
17,53
41,92
5,100
54,27
20,43
12,31
11,92
61,98
42,89
4,35
84,32
64,22
3,48
13,61
77,50
58,71
84,7
55,34
76,33
24,76
10,24
29,57
22,54
78,13
91,81
24,97
67,12
74,30
4,38
96,95
74,4
70,81
54,97
64,88
80,12
10,31
85,48
99,48
95,97
72,81
3,22
22,14
25,36
60,100
96,90
40,42
82,83
90,18
22,62
8,42
69,19
90,46
51,67
91,27
50,57
20,65
70,24
4,42
19,11
63,69
59,5
69,40
58,9
28,72
23,71
50,72
32,28
56,96
71,57
29,80
4,83
70,98
86,78
73,38
82,82
53,71
69,60
96,68
22,27
47,77
18,88
70,98
50,84
44,58
57,38
91,77
97,29
5,60
28,25
51,93
69,90
67,79
77,74
97,54
82,97
69,35
72,23
33,34
5,37
60,68
53,99
44,70
15,13
33,73
31,59
20,10
32,34
69,68
29,48
37,53
48,92
7,92
98,98
83,100
68,32
69,49
67,46
55,12
3,67
32,76
100,98
88,20
75,88
41,15
15,100
59,74
20,3
83,65
67,55
72,58
46,3
82,90
76,39
45,21
10,80
51,10
78,28
64,81
78,62
20,41
99,49
57,33
98,13
55,8
98,30
93,32
28,76
71,40
71,8
7,66
59,1
63,9
3,88
74,37
51,40
79,23
19,61
90,48
2,79
2,10
62,93
7,21
11,3
39,53
24,20
76,90
49,2
92,83
90,16
74,43
71,2
67,80
16,24
31,64
89,72
100,21
11,7
61,32
25,80
9,1
42,6
29,44
14,80
51,46
75,42
86,80
10,4
33,20
31,60
29,85
68,57
99,53
7,63
25,4
89,53
54,57
89,54
42,54
53,66
93,24
33,47
45,16
52,13
79,78
35,7
60,1
69,78
15,57
49,30
38,92
89,8
56,90
49,4
26,10
89,75
30,51
78,28
56,68
93,50
14,41
77,28
43,54
52,11
27,74
9,41
37,1
46,26
68,15
58,10
87,99
71,62
30,36
41,6
27,41
19,45
31,74
8,36
62,69
9,17
97,31
34,41
32,83
66,20
75,82
40,47
56,86
15,87
67,6
64,13
20,68
86,43
23,89
99,65
89,97
28,94
71,72
91,58
58,93
55,83
28,65
69,1
13,87
63,80
74,1
16,50
62,55
29,39
15,73
5,67
57,84
18,33
60,65
72,96
87,55
46,14
16,29
31,52
40,71
31,55
32,95
26,29
26,51
77,43
18,94
100,67
54,62
30,66
76,62
74,8
27,11
77,12
48,13
29,63
86,84
27,44
97,93
90,72
16,47
61,57
49,88
39,73
8,76
99,68
25,27
79,50
86,1
89,17
28,15
23,77
90,85
77,34
86,96
86,76
61,58
55,6
36,67
15,2
18,46
24,94
30,96
29,95
99,40
70,49
53,13
22,10
6,98
89,98
5,56
77,16
81,29
9,50
39,25
16,77
69,5
91,57
18,16
16,99
31,97
29,90
51,99
98,22
66,30
33,59
1,68
13,18
24,91
79,57
55,9
83,99
57,96
47,12
53,88
59,24
96,100
89,79
10,85
58,44
59,69
6,4
16,87
89,85
71,57
80,28
73,27
74,28
57,51
60,67
63,23
76,67
96,31
43,88
12,96
21,41
34,56
7,15
67,16
87,69
8,55
53,65
72,60
48,19
18,53
74,45
84,32
27,22
25,43
61,43
14,23
77,6
13,97
24,67
80,65
85,57
17,22
5,84
17,59
77,8
41,58
45,48
100,22
37,12
19,42
5,71
27,23
7,46
38,33
51,5
60,93
5,64
56,7
41,66
44,52
69,59
47,25
60,94
61,1
83,1
80,90
11,44
60,78
73,63
15,89
1,46
52,21
59,96
25,61
37,21
7,16
69,31
32,38
28,32
30,20
22,97
33,16
53,18
66,39
3,49
92,49
68,95
85,76
87,6
52,42
14,22
19,89
73,18
40,35
87,79
62,94
90,4
53,3
90,69
48,25
88,88
27,11
38,89
26,13
43,82
48,25
83,93
18,83
11,12
79,100
16,57
49,10
37,74
10,9
15,62
48,57
13,3
74,60
11,65
68,77
77,84
33,74
100,35
60,96
10,94
72,52
69,39
72,61
13,89
2,5
59,58
100,66
81,81
85,96
38,56
71,99
2,89
37,47
83,36
94,48
28,4
60,12
62,55
52,8
18,98
78,57
86,81
9,79
32,86
94,76
12,21
12,80
18,38
75,78
78,54
64,8
54,81
48,96
97,74
84,77
6,48
25,71
76,74
69,68
81,8
70,6
15,14
12,87
99,62
19,80
83,21
94,95
20,91
1,36
82,79
45,93
14,47
4,12
92,49
96,50
68,77
94,2
18,21
10,88
72,46
91,99
17,31
39,56
48,41
99,13
30,26
95,10
1,42
93,68
8,6
94,63
25,31
82,81
34,38
38,18
32,8
89,85
73,90
27,83
83,79
58,53
22,76
67,40
74,28
46,40
15,9
55,89
77,57
14,49
74,93
32,20
11,70
86,50
13,97
27,10
51,27
71,25
37,35
69,42
9,17
1,34
25,60
18,35
54,87
21,42
9,74
43,1
100,27
43,43
35,65
96,81
18,68
51,47
36,72
78,92
23,70
54,85
56,92
100,68
55,39
36,7
78,89
76,50
35,99
35,7
24,23
9,49
72,33
99,46
57,39
68,83
88,94
47,69
30,30
82,12
79,36
39,50
43,84
67,19
78,32
20,60
77,47
42,21
100,53
15,77
15,68
56,65
81,27
73,42
40,96
94,89
63,19
44,53
25,53
88,12
61,86
64,12
21,9
20,31
39,33
57,1
75,28
86,87
66,9
91,18
53,61
100,24
63,45
43,55
34,43
1,15
98,60
66,55
20,79
7,7
48,88
31,15
27,9
50,31
46,82
24,97
99,64
23,47
22,92
56,63
21,41
27,76
78,67
28,74
35,29
40,55
40,13
86,93
17,89
100,92
17,54
72,13
47,74
40,64
86,5
58,90
65,99
98,9
51,43
12,60
83,12
87,24
59,93
25,45
3,92
64,23
55,100
31,83
42,7
12,38
31,84
88,40
7,60
72,2
36,25
28,15
37,18
97,83
18,17
48,48
17,57
3,20
18,72
74,47
10,6
64,92
19,14
80,90
12,23
47,7
82,84
31,61
74,6
45,66
82,14
62,80
50,5
84,5
11,4
72,56
1,31
97,68
98,95
91,25
5,49
31,31
49,24
87,58
43,69
25,8
21,48
74,20
15,13
38,69
11,36
59,31
29,27
25,24
45,87
68,14
61,98
41,53
89,33
77,38
99,87
57,59
67,16
86,69
89,11
33,10
28,7
37,23
2,62
90,42
88,73
28,21
49,21
50,23
85,73
77,70
12,82
63,21
61,95
35,69
89,1
17,6
64,24
66,9
52,75
11,55
98,46
82,92
89,53
95,51
9,74
22,93
36,62
12,51
65,17
93,100
30,55
54,28
97,89
96,100
4,89
99,42
95,23
51,83
8,97
76,65
15,18
69,47
31,2
99,37
94,61
90,19
94,88
58,34
4,59
55,50
58,49
61,39
49,61
98,93
87,37
78,27
72,70
41,58
76,28
50,75
72,35
22,13
80,61
35,48
77,30
90,26
86,82
80,83
42,6
71,58
56,10
94,33
95,1
90,9
28,82
12,35
2,14
56,72
73,50
67,27
76,40
19,12
51,40
36,23
43,51
25,99
7,60
30,38
68,84
24,54
45,24
31,52
73,38
37,88
98,51
45,74
8,92
100,56
66,61
83,98
13,83
18,28
78,1
46,55
44,41
44,88
39,91
96,91
39,84
12,5
88,32
85,58
52,93
84,63
50,65
13,87
75,23
56,96
85,33
11,77
15,33
15,68
42,8
17,75
13,51
56,16
8,33
88,12
16,47
17,74
17,3
83,71
43,99
37,22
16,73
9,100
11,97
91,56
25,49
72,33
52,81
50,59
34,11
63,29
97,78
61,26
48,17
31,47
67,54
92,51
27,55
44,95
34,77
100,93
18,71
24,50
98,87
60,64
10,60
24,26
22,63
46,51
33,95
69,32
99,18
57,3
67,52
22,30
74,83
71,23
29,92
27,74
83,25
61,67
69,9
63,92
97,1
19,31
22,25
11,8
5,22
44,9
9,61
30,84
92,43
72,78
66,78
67,75
91,53
40,73
13,21
28,71
92,9
74,23
5,52
73,6
100,80
90,17
62,90
27,52
63,9
13,57
41,80
37,16
62,16
35,21
24,42
30,16
14,87
4,56
34,36
43,7
94,69
59,42
42,9
